"Date","Hour ID","Hour Label","Advertiser ID","Advertiser Label","Campaign ID","Campaign Label","Creative ID","Creative Label","Impressions Analyzed (unfiltered)","Impressions Analyzed (filtered for GIVT)","Impressions Analyzed","Human and Viewable Rate","Human and AVOC Rate","Human, Audible & Fully On-Screen for Half of Duration (15 sec. cap) Rate","Averaged Ad Length (sec)","% of Video Played In-View","In-View Time (sec)","Exposure Time (sec)","Reached Complete Rate","Completion Quality"
"2017-02-20","05","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","154497041909","Machu Pichu","70","68","68","96.92%","30.77%","36.92%","22.81","54.05%","11.92","750.77","32.31%","95.24%"
"2017-02-20","10","","8411425232","Old Spice Perú YT IO 22232","731052433","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Remarketing","149189540323","Brazo","67","67","67","90.91%","6.06%","16.67%","25","36.66%","9.03","541.59","12.12%","50.00%"
"2017-02-12","05","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","154497041909","Machu Pichu","73","69","67","93.85%","20.00%","24.62%","22.68","45.03%","10.13","617.78","20.00%","100.00%"
"2017-02-12","15","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","155407550147","Machu Pichu","67","67","67","95.52%","25.37%","26.87%","22.88","47.98%","10.73","686.79","26.87%","94.44%"
"2017-02-17","08","","8411425232","Old Spice Perú YT IO 22232","731052433","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Remarketing","132361061730","Limon","67","67","67","95.38%","12.31%","29.23%","25.12","44.28%","11.14","690.74","12.31%","100.00%"
"2017-02-22","03","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","132290166237","Machu Pichu","69","67","67","90.63%","21.88%","28.13%","22.85","50.54%","11.53","668.86","28.13%","77.78%"
"2017-02-20","06","","8411425232","Old Spice Perú YT IO 22232","739584367","IO22232_PE_Old Spice_Franda_GO_YT_Jan- Feb_CPV_POME_FY1617_InStream","164375393208","Franda","74","68","67","98.46%","9.23%","32.31%","242.66","15.36%","37.36","2390.76","10.77%","85.71%"
"2017-02-27","18","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","132290166237","Machu Pichu","68","67","67","89.06%","17.19%","21.88%","22.75","43.65%","10.08","574.54","21.88%","78.57%"
"2017-02-03","08","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","138862674899","Brazo","67","67","67","90.77%","30.77%","46.15%","25.08","55.20%","13.81","814.95","32.31%","95.24%"
"2017-02-16","05","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","132290166237","Machu Pichu","68","67","67","92.42%","18.18%","30.30%","22.84","48.79%","11.14","679.78","22.73%","80.00%"
"2017-02-23","10","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","148818388936","Limon","69","67","67","95.38%","20.00%","26.15%","25.05","43.68%","10.97","680.44","21.54%","92.86%"
"2017-02-07","17","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","153174436548","Brazo","70","69","67","74.60%","9.52%","19.05%","25.08","38.73%","10.22","480.32","23.81%","40.00%"
"2017-02-12","00","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","138862674899","Brazo","79","69","67","84.62%","23.08%","26.15%","25.05","46.77%","11.69","642.85","23.08%","100.00%"
"2017-02-23","04","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","147659900281","Machu Pichu","68","67","67","95.45%","39.39%","46.97%","22.8","59.65%","13.77","867.21","40.91%","96.30%"
"2017-02-27","19","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","149150729454","Machu Pichu","68","67","67","92.54%","26.87%","44.78%","22.7","58.47%","13.21","819.1","31.34%","85.71%"
"2017-02-11","13","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","138862674899","Brazo","74","67","67","83.87%","30.65%","40.32%","25.07","58.17%","14.67","762.67","35.48%","86.36%"
"2017-02-06","04","","8411425232","Old Spice Perú YT IO 22232","731052433","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Remarketing","147740523103","Brazo","68","67","67","85.94%","23.44%","35.94%","25.02","50.98%","12.93","711.2","29.69%","78.95%"
"2017-02-16","10","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","138862674899","Brazo","74","68","67","87.88%","21.21%","34.85%","25.07","51.43%","12.83","744.02","22.73%","93.33%"
"2017-02-26","18","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","149150729454","Machu Pichu","71","67","66","87.69%","32.31%","41.54%","22.76","59.72%","13.69","780.49","33.85%","95.45%"
"2017-02-07","11","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","138862674899","Brazo","74","66","66","88.33%","18.33%","31.67%","25.16","45.25%","11.48","608.58","23.33%","78.57%"
"2017-02-19","08","","8411425232","Old Spice Perú YT IO 22232","731052433","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Remarketing","147740523103","Brazo","77","66","66","92.19%","31.25%","40.63%","25.04","54.04%","13.44","792.97","35.94%","86.96%"
"2017-02-21","17","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","132290166237","Machu Pichu","68","66","66","87.88%","18.18%","30.30%","22.77","50.55%","11.59","672.49","28.79%","63.16%"
"2017-02-19","16","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","155407550147","Machu Pichu","66","66","66","90.63%","17.19%","31.25%","22.92","50.49%","11.72","679.62","20.31%","84.62%"
"2017-02-25","05","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","148814336085","Machu Pichu","71","66","66","93.85%","24.62%","27.69%","22.77","49.54%","11.36","693.09","26.15%","94.12%"
"2017-02-21","17","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","155407550147","Machu Pichu","66","66","66","90.32%","22.58%","30.65%","22.92","47.68%","10.7","599.44","25.81%","87.50%"
"2017-02-11","03","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","148814336085","Machu Pichu","68","67","66","95.16%","35.48%","46.77%","22.79","58.28%","13.36","788.25","38.71%","91.67%"
"2017-02-15","07","","8411425232","Old Spice Perú YT IO 22232","731052433","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Remarketing","149189540323","Brazo","67","66","66","90.77%","23.08%","27.69%","25.02","47.58%","11.99","707.6","29.23%","78.95%"
"2017-02-18","03","","9601752696","Pampers","743862690","Pampers - Mileage - Feb17","166799189728","Pampers Mileage","70","66","66","98.46%","29.23%","43.08%","15.03","63.32%","9.45","604.63","32.31%","90.48%"
"2017-02-20","18","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","154497041909","Machu Pichu","67","66","66","87.88%","21.21%","28.79%","22.65","46.58%","10.46","606.71","28.79%","73.68%"
"2017-02-16","02","","8411425232","Old Spice Perú YT IO 22232","739584367","IO22232_PE_Old Spice_Franda_GO_YT_Jan- Feb_CPV_POME_FY1617_InStream","164375393208","Franda","70","66","66","90.91%","13.64%","31.82%","242.66","26.80%","65.06","3903.83","18.18%","75.00%"
"2017-02-14","02","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","154497041909","Machu Pichu","71","67","66","93.85%","13.85%","21.54%","22.69","43.24%","9.9","604.08","20.00%","69.23%"
"2017-02-02","08","","8411425232","Old Spice Perú YT IO 22232","731052433","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Remarketing","132361061730","Limon","66","66","66","98.44%","17.19%","29.69%","25.06","43.24%","10.67","671.97","17.19%","100.00%"
"2017-02-06","13","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","154497041909","Machu Pichu","68","66","66","81.67%","20.00%","26.67%","22.59","52.13%","11.56","566.36","28.33%","70.59%"
"2017-02-10","09","","8411425232","Old Spice Perú YT IO 22232","731052433","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Remarketing","132361061730","Limon","66","66","66","96.83%","19.05%","31.75%","25.11","45.79%","11.49","700.62","20.63%","92.31%"
"2017-02-12","19","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","154497041909","Machu Pichu","70","67","66","80.95%","20.63%","23.81%","22.57","45.97%","10.53","536.83","28.57%","72.22%"
"2017-02-28","04","","8411425232","Old Spice Perú YT IO 22232","739584367","IO22232_PE_Old Spice_Franda_GO_YT_Jan- Feb_CPV_POME_FY1617_InStream","155631338830","Franda","66","66","66","96.97%","12.12%","24.24%","242.88","22.20%","53.91","3450.42","13.64%","88.89%"
"2017-02-18","05","","2192726405","Ace","743518472","Ace - NSP Menjurje - Feb17","161113984266","Máxima blancura solo con Ace","69","67","66","92.19%","31.25%","43.75%","30.01","57.98%","17.71","1045.06","39.06%","80.00%"
"2017-02-18","10","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","148818388936","Limon","69","66","66","96.92%","20.00%","29.23%","25.11","47.19%","11.77","741.54","21.54%","92.86%"
"2017-02-11","06","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","155407550147","Machu Pichu","66","66","66","95.38%","24.62%","30.77%","22.99","52.24%","11.88","736.45","27.69%","88.89%"
"2017-02-04","01","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","148818388936","Limon","69","66","66","87.30%","14.29%","20.63%","25.12","42.39%","10.95","602.39","20.63%","69.23%"
"2017-02-11","20","","9155314220","Downy","743824032","Downy_Freshly Dressed_Feb17","167943633001","Downy libre enjuague","73","66","66","83.61%","24.59%","27.87%","18.55","50.93%","9.45","482.01","34.43%","71.43%"
"2017-02-23","03","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","154497041909","Machu Pichu","68","66","66","98.39%","33.87%","40.32%","22.8","55.04%","12.78","779.66","37.10%","91.30%"
"2017-02-08","19","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","147659900281","Machu Pichu","71","67","66","85.71%","22.22%","23.81%","22.61","47.54%","10.54","569.05","30.16%","73.68%"
"2017-02-27","06","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","154497041909","Machu Pichu","68","66","66","95.31%","35.94%","43.75%","22.82","65.66%","14.97","913.46","45.31%","79.31%"
"2017-02-25","03","","7216555334","Ariel","743523536","Ariel_Reto del ahorro_Feb17","153830640701","Reto del ahorro Ariel","68","66","66","92.31%","26.15%","30.77%","21.77","49.92%","10.73","643.66","35.38%","73.91%"
"2017-02-27","06","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","153174436548","Brazo","70","66","66","87.69%","20.00%","32.31%","25.01","54.32%","13.6","775.1","21.54%","92.86%"
"2017-02-08","04","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","148814336085","Machu Pichu","67","67","66","95.24%","23.81%","26.98%","22.86","51.18%","11.67","699.96","30.16%","78.95%"
"2017-02-05","16","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","153174436548","Brazo","67","66","66","78.13%","20.31%","26.56%","25.04","47.48%","12.01","600.39","31.25%","65.00%"
"2017-02-05","08","","8411425232","Old Spice Perú YT IO 22232","731052433","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Remarketing","132361061730","Limon","67","65","65","96.83%","9.52%","15.87%","25.08","35.47%","8.94","545.45","9.52%","100.00%"
"2017-02-22","02","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","153174436548","Brazo","67","65","65","92.19%","31.25%","35.94%","25.05","51.33%","12.79","754.59","39.06%","80.00%"
"2017-02-21","04","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","132290166237","Machu Pichu","66","65","65","86.15%","21.54%","24.62%","22.84","48.83%","11.21","627.97","32.31%","66.67%"
"2017-02-10","04","","1162470087","Head & Shoulders","743859324","H&S_Efficacy 3 Action+Tag_Feb17","163159824439","Conoce el nuevo H&S 3 Action","69","66","65","93.75%","40.63%","51.56%","15.06","68.42%","10.21","612.35","50.00%","81.25%"
"2017-02-26","05","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","148814336085","Machu Pichu","68","65","65","90.32%","24.19%","33.87%","22.72","52.35%","11.37","636.68","32.26%","75.00%"
"2017-02-15","07","","8411425232","Old Spice Perú YT IO 22232","731052433","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Remarketing","147740523103","Brazo","78","66","65","93.75%","28.13%","34.38%","25.06","53.84%","13.5","809.72","31.25%","90.00%"
"2017-02-20","04","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","132290166237","Machu Pichu","67","65","65","90.63%","15.63%","21.88%","22.84","41.22%","9.6","556.87","18.75%","83.33%"
"2017-02-24","12","","8411425232","Old Spice Perú YT IO 22232","731052433","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Remarketing","147740523103","Brazo","71","65","65","85.48%","17.74%","29.03%","25.06","48.14%","12.34","653.78","17.74%","100.00%"
"2017-02-16","03","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","132290166237","Machu Pichu","65","65","65","89.23%","23.08%","35.38%","22.78","55.99%","12.81","742.71","30.77%","75.00%"
"2017-02-06","04","","7313193630","Pantene","743864079","Pantene - 3MM Selena - Feb17","166967409834","Nuevo acondicionador 3 Minutes Miracle de Pantene","66","66","65","93.75%","32.81%","31.25%","30.07","56.46%","16.79","1007.2","39.06%","84.00%"
"2017-02-18","05","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","132290166237","Machu Pichu","67","65","65","93.85%","21.54%","33.85%","22.87","52.81%","11.84","722.13","24.62%","87.50%"
"2017-02-22","03","","7313193630","Pantene","755691589","Pantene - 3MM Selena+Tag - Feb17","150366603992","Nuevo acondicionador 3 Minutes Miracle de Pantene","66","65","65","87.69%","13.85%","21.54%","25.01","44.69%","11.23","640.23","24.62%","56.25%"
"2017-02-08","10","","8411425232","Old Spice Perú YT IO 22232","731052433","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Remarketing","149189540323","Brazo","72","67","65","76.19%","20.63%","26.98%","25.04","47.64%","11.55","554.59","33.33%","61.90%"
"2017-02-08","02","","7313193630","Pantene","743864079","Pantene - 3MM Selena - Feb17","166967409834","Nuevo acondicionador 3 Minutes Miracle de Pantene","70","66","65","81.25%","21.88%","26.56%","30.12","48.06%","14.54","755.9","32.81%","66.67%"
"2017-02-17","06","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","155407550147","Machu Pichu","65","65","65","98.46%","30.77%","49.23%","22.95","57.75%","13.27","849.31","30.77%","100.00%"
"2017-02-03","04","","7313193630","Pantene","743864079","Pantene - 3MM Selena - Feb17","166967409834","Nuevo acondicionador 3 Minutes Miracle de Pantene","65","65","65","95.16%","24.19%","29.03%","30.09","46.68%","13.4","790.38","25.81%","93.75%"
"2017-02-13","10","","8411425232","Old Spice Perú YT IO 22232","731052433","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Remarketing","149189540323","Brazo","66","65","65","83.33%","11.67%","21.67%","25.04","40.33%","10.36","517.85","23.33%","50.00%"
"2017-02-20","03","","9601752696","Pampers","743862690","Pampers - Mileage - Feb17","166799189728","Pampers Mileage","66","65","65","96.92%","20.00%","40.00%","15.02","58.21%","8.68","546.71","20.00%","100.00%"
"2017-02-08","06","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","148818388936","Limon","66","65","65","100.00%","18.75%","25.00%","25.12","48.40%","12.14","777.02","21.88%","85.71%"
"2017-02-23","04","","9601752696","Pampers","743862690","Pampers - Mileage - Feb17","166799189728","Pampers Mileage","68","65","65","92.19%","31.25%","43.75%","15.01","66.87%","9.9","584.18","39.06%","80.00%"
"2017-02-11","13","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","148818388936","Limon","68","65","65","100.00%","22.58%","27.42%","25.07","45.04%","10.59","656.61","22.58%","100.00%"
"2017-02-20","04","","9601752696","Pampers","743862690","Pampers - Mileage - Feb17","166799189728","Pampers Mileage","67","65","65","96.88%","23.44%","56.25%","14.99","62.89%","9.4","582.58","25.00%","93.75%"
"2017-02-18","09","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","148818388936","Limon","68","65","65","98.44%","14.06%","25.00%","25.06","42.21%","10.4","655.22","14.06%","100.00%"
